caseID,studyID,system,lat,organism,duration,dist.cat,open,species,resp.cat,sum.con,AUC.RR,AUC.pi,con.pi,mean.delta.pi,mean.RR
CK043_1,CK043,freshwater,47.383333299999997,macroinvertebrate,30,phys,yes,Baetis rhodani,abundance,9445.945945945925,0.062101480513796756,0.037458253792238425,0.04558508597857428,0.028496867517506144,-0.17205236091051815
CK043_1,CK043,freshwater,47.383333299999997,macroinvertebrate,30,phys,yes,Leuctra spp,abundance,23368.42105263157,-0.5338630182332089,-0.06481548074890248,0.10996056347242292,-0.013189940382641107,-0.4482000571100135
CK043_1,CK043,freshwater,47.383333299999997,macroinvertebrate,30,phys,yes,Chironomidae,abundance,76204.37956204354,-0.5088302216415008,-0.20336126146738268,0.3687515643200433,-0.09117973359870558,-0.5399854689960358
CK043_1,CK043,freshwater,47.383333299999997,macroinvertebrate,30,phys,yes,Rhithrogena spp,abundance,24019.08396946561,-0.3546465209032013,-0.03306741849514297,0.11840347969065709,-0.04347308068551315,-0.5256276625680676
CK043_1,CK043,freshwater,47.383333299999997,macroinvertebrate,30,phys,yes,Simuliidae,abundance,67153.69299326793,0.11005219552167478,0.26378590691918974,0.3572993065383024,0.11934588714935375,-0.17094693232222102
CK043_2,CK043,freshwater,47.283332999999999,macroinvertebrate,30,phys,yes,Leuctra spp,abundance,6564.885496183184,-0.2581319940189065,-0.014483014362875826,0.08429841130402947,0.009763667925385416,-0.3290553050035361
CK043_2,CK043,freshwater,47.283332999999999,macroinvertebrate,30,phys,yes,Simuliidae,abundance,14771.573604060888,0.3293528177365071,0.26974441396191173,0.20167753328783827,0.18978770706873407,0.04686562947633076
CK043_2,CK043,freshwater,47.283332999999999,macroinvertebrate,30,phys,yes,Rhithrogena spp,abundance,7437.026515151488,-0.10370599654021001,0.008305089054328876,0.09735976869021176,-0.006825842699892737,-0.3405636995683622
CK043_2,CK043,freshwater,47.283332999999999,macroinvertebrate,30,phys,yes,Chironomidae,abundance,45974.16022,-0.4269664772242483,-0.2882164313730443,0.5715372338326291,-0.20093786950854892,-0.510120763419124
CK043_2,CK043,freshwater,47.283332999999999,macroinvertebrate,30,phys,yes,Baetis rhodani,abundance,3224.1758241758203,0.15220002566332627,0.024649942719679546,0.045127052885291404,0.008212337214322105,-0.15186026700767635
CK045_1,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Bosmina sp,abundance,56.300000000000004,-0.19561414232553975,-0.10233636464830279,0.2126391351240225,-0.053004629467339526,-0.22829112485220518
CK045_1,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Cladocera,abundance,116.57000000000001,0.1170402435245519,-0.013467238954243975,0.5527776821937005,-8.600313346712278e-4,-0.10681797491160136
CK045_1,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Holopedium sp,abundance,20.54,0.36684791831297253,0.13345560424865507,0.11634900691882002,0.0788641716357533,0.16437147232837995
CK045_1,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Diaphanasoma sp,abundance,22.969999999999995,-0.32542746908727577,-0.01854471810682383,0.14779271970432115,-0.03124938854217814,-0.23494547089865642
CK045_2,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Bosmina sp,abundance,56.300000000000004,-0.08715673997190346,-0.04673798726576224,0.2126391351240225,-0.10756644011666533,-0.3277952804008819
CK045_2,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Holopedium sp,abundance,20.54,0.16263480827702642,0.0653172877395909,0.11634900691882001,0.12649048383572273,0.12097418473701833
CK045_2,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Cladocera,abundance,116.57000000000001,-0.008229453422938819,0.002409106406326784,0.5527776821937005,0.034380054445253286,-0.2420110409533892
CK045_2,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Diaphanasoma sp,abundance,22.969999999999995,-0.10468053701805868,-0.02255520344441227,0.14779271970432115,-0.06663012270538837,-0.39147044051285185
CK045_3,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Holopedium sp,abundance,20.54,0.0019559585221978707,0.10610989174485787,0.11634900691882002,0.12516026244608022,-0.24763076513772944
CK045_3,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Bosmina sp,abundance,56.300000000000004,-0.3176297913653607,-0.07672757975144753,0.2126391351240225,-0.09334951565872095,-0.4875966766250254
CK045_3,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Cladocera,abundance,116.57000000000001,-0.2169043400844747,0.002963812011539719,0.5527776821937005,0.018390966230626537,-0.49340538096041375
CK045_3,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Diaphanasoma sp,abundance,22.969999999999995,-0.6157576318270853,-0.03341155602609659,0.14779271970432115,-0.06275214127248221,-0.6441703271718713
CK045_4,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Bosmina sp,abundance,56.300000000000004,-0.6123051595399829,-0.1101732957652729,0.2126391351240225,-0.09447265563952098,-0.5977255147554639
CK045_4,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Holopedium sp,abundance,20.54,-0.3386092192975882,0.10575055987937393,0.11634900691882002,0.07261937847108695,-0.5630302895113
CK045_4,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Cladocera,abundance,116.57000000000001,-0.460056772844244,0.04358145310981657,0.5527776821937005,0.09277740544036811,-0.5760422820303845
CK045_4,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Diaphanasoma sp,abundance,22.969999999999995,-0.9246718428315696,-0.04080070741175516,0.14779271970432115,-0.08865516033991758,-0.8803177588834225
CK045_5,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,K. cochlearis,abundance,66.76,0.2707198293860494,0.14878782911420665,0.2960184711035512,0.04652561086967485,0.11865818881654003
CK045_5,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Asplanchna sp,abundance,19.020000000000003,-0.6853044739291985,3.60395453614132e-4,0.08821207705800584,0.03487235425192615,-0.123413813268491
CK045_5,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Conochilus sp,abundance,75.39,0.1901071490329428,0.0036949250755965134,0.3068972599433721,-0.03784878712491473,0.036505515689426137
CK045_5,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,T. cylindrica,abundance,15.95,-0.5449987968268436,-0.006792346191872392,0.09632026008175466,-0.0016938409032227332,-0.1201037277101025
CK045_5,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Polyarthra sp.,abundance,42.12,-0.2862564239882673,-0.14605080345154486,0.2125519318133162,-0.04185533709346352,-0.18358881175019084
CK045_6,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Conochilus sp,abundance,75.39,0.27265717986058496,0.10293630825606702,0.30689725994337214,0.09370431185966026,0.240789268589282
CK045_6,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,T. cylindrica,abundance,15.95,0.17569435752595486,0.01588261360388966,0.09632026008175466,0.035637366308885775,0.3490950972216702
CK045_6,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Asplanchna sp,abundance,19.020000000000003,-0.5464703869449861,-0.009969028771675922,0.08821207705800584,-0.01260608388921352,-0.17736589206897246
CK045_6,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,K. cochlearis,abundance,66.76,0.06751484682740883,-0.018826695645391602,0.2960184711035512,-0.054611726045725915,0.0932227925284513
CK045_6,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Polyarthra sp.,abundance,42.12,-0.17410957810971672,-0.09002319744288909,0.2125519318133162,-0.06212386823360661,-0.09789825431590574
CK045_7,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Conochilus sp,abundance,75.39,0.1825455015916038,0.03122751134447215,0.3068972599433721,0.005896873592852803,0.17977870010220492
CK045_7,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,T. cylindrica,abundance,15.95,0.5401411720830838,0.03234928729941863,0.09632026008175466,0.01635725399180354,0.37299155884548135
CK045_7,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Polyarthra sp.,abundance,42.12,0.0558809026917675,0.002401975214032993,0.2125519318133162,0.035785733949002765,0.19415155895356
CK045_7,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Asplanchna sp,abundance,19.020000000000003,0.018479016247902658,-0.005511100616466645,0.08821207705800584,-4.695769037468536e-5,0.0935221165349881
CK045_7,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,K. cochlearis,abundance,66.76,0.006821441528219271,-0.06046767324145718,0.29601847110355123,-0.05799290384328446,0.035041790417235485
CK045_8,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Asplanchna sp,abundance,19.020000000000003,0.05833934018039451,-0.011119511809446026,0.08821207705800584,-0.02531844092883371,0.03496936937736675
CK045_8,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Polyarthra sp.,abundance,42.12,0.0031617097520696396,0.06028443978131731,0.21255193181331622,0.0633406770373035,0.20755558901715712
CK045_8,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,K. cochlearis,abundance,66.76,-0.03628547535984151,-0.08191362464747867,0.29601847110355123,-0.12558036577693468,-0.009703613497596563
CK045_8,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,T. cylindrica,abundance,15.95,0.4195766534427207,0.010426358041384117,0.09632026008175468,0.023609105831412052,0.4528396275572452
CK045_8,CK045,freshwater,46.905000000000001,zooplankton,403,chem,yes,Conochilus sp,abundance,75.39,0.22191080992967835,0.02232233863422307,0.3068972599433721,0.06394902383705273,0.20091984727120699
CK049_1,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Orthocladiinae (Chironomidae),abundance,3701.9230769230708,0.19865264862751525,0.025527564134456792,0.07859649311260138,0.020190142891542258,0.012448688950320742
CK049_1,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Hydora larvae,abundance,3628.5714285714275,-0.2542310637705375,-0.04574601238623098,0.07860777342010061,-0.042707420430366766,-0.31851712614870487
CK049_1,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Nesameletus,abundance,949.999999999998,-0.21758719669508886,-0.009654006678971667,0.01991618895365669,-0.010530850943276692,-0.338627404704416
CK049_1,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Hydrobiosis spp.,abundance,1020.3846153846121,0.10299650564388546,8.729202166256868e-4,0.0201304137771856,-2.627617002638353e-4,-0.06964055475217566
CK049_1,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Deleatidium,abundance,37499.3565,0.09825291276269042,0.03466703376230857,0.7573282309684788,0.03365017718181149,-0.06473258902487257
CK049_1,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Aoteapsyche,abundance,1907.6923076923051,0.11037283025381814,8.965857895657653e-4,0.0365934313956339,0.003829004733026354,-0.01719926958440179
CK049_1,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Amphipoda,abundance,23.230769230769184,-0.5561068145337865,-2.978100498257691e-4,4.304067148682763e-4,-1.6317504801689468e-4,-0.4137166204582056
CK049_1,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Austroclima sepia,abundance,422.2222222222212,-0.5114429634164949,-0.006266274787928386,0.008397061657474763,-0.0040051166844558995,-0.5466780019085123
CK049_2,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Hydrobiosis spp.,abundance,1020.3846153846121,-0.18722203518508604,0.0068233172310641094,0.0201304137771856,0.005753560760284646,-0.2995711538517577
CK049_2,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Hydora larvae,abundance,3628.5714285714275,-0.5959093862602637,-0.0404466756147942,0.07860777342010061,-0.025195132571228802,-0.6017579301789828
CK049_2,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Deleatidium,abundance,37499.3565,-0.2648048877986183,0.0925707887785043,0.7573282309684788,0.05327940658361874,-0.3794224227013362
CK049_2,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Nesameletus,abundance,949.999999999998,-0.16610070399611382,0.007790812521398049,0.01991618895365669,0.008327103784702297,-0.25239477001759925
CK049_2,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Orthocladiinae (Chironomidae),abundance,3701.9230769230708,-0.6084957495334904,-0.03154645563426692,0.07859649311260138,-0.016199195403957287,-0.5897636325938258
CK049_2,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Amphipoda,abundance,23.230769230769184,0.14330990703654295,0.0019383611987731824,4.3040671486827643e-4,0.004279970585661642,0.2955310784750037
CK049_2,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Aoteapsyche,abundance,1907.6923076923051,-0.7364810559348024,-0.028639835754411893,0.0365934313956339,-0.023115066932616245,-0.7601493331895697
CK049_2,CK049,freshwater,-45.966667000000001,macroinvertebrate,42,phys,yes,Austroclima sepia,abundance,422.2222222222212,-0.9209213647144683,-0.008490312726266698,0.008397061657474763,-0.007130646806465041,-0.9166918445539135
CK053_1,CK053,marine,-41.259166999999998,macroinvertebrate,378,phys,yes,Barantolla sp,abundance,655.6375159256468,-0.6538968894344223,-0.16345820648272547,0.30388697470886633,-0.1890145235223351,-0.7112991459394062
CK053_1,CK053,marine,-41.259166999999998,macroinvertebrate,378,phys,yes,Exogene heterosetosa,abundance,81.93350974050713,-0.39499146231213295,0.01448125668734268,0.035275679425015076,0.026282365369397123,-0.36090761311863856
CK053_1,CK053,marine,-41.259166999999998,macroinvertebrate,378,phys,yes,Scolanthus sp A,abundance,161.93263859396913,-0.026100449221429435,0.0683009856081589,0.055980425814444935,0.061402475829432125,0.1160745373159205
CK053_1,CK053,marine,-41.259166999999998,macroinvertebrate,378,phys,yes,Owenia petersenae,abundance,143.30316988446395,-0.028079642951955523,0.06570287908804374,0.05507927058569873,0.05081540463589887,-0.2165502514066804
CK053_1,CK053,marine,-41.259166999999998,macroinvertebrate,378,phys,yes,Tawera spissa,abundance,89.60395500528116,-0.17380148629958114,0.028101811006565225,0.02968256732396026,0.06652463937908704,0.004835086283067178
CK056_1,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,T. benedii,abundance,177.01863354037263,0.43062951739586036,0.0982054569450043,0.29854406221561586,0.2141895427681562,0.6108117269199214
CK056_1,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,Tharyx sp. A,abundance,36.235294117647015,0.7966511125448245,0.12012542319574353,0.0509572104391062,0.14063859381512095,0.8569989047097482
CK056_1,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,S. shrubsolii,abundance,36.645161290322434,0.5971476976822792,0.06725435416528013,0.05352562072107071,0.0805542957265803,0.7218843487136175
CK056_1,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,H. diversicolor,abundance,30.074257425742378,0.1030529928866547,-0.026002875530383374,0.05180329776122892,-0.024036428056469824,0.29725623582766675
CK056_1,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,Hydrobia ulvae,abundance,166.16161616161588,0.055767662183517225,-0.25958235877564456,0.5451698088629784,-0.41134600425338763,0.1389550086945443
CK056_2,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,Tharyx sp. A,abundance,36.235294117647015,0.7334981078854399,0.08355276933506262,0.06369651305765373,0.06715887914614958,0.8206375683439905
CK056_2,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,S. shrubsolii,abundance,36.645161290322434,0.539969581535299,0.1012557861157385,0.06690702590576855,0.14079930004537827,0.6688671230021969
CK056_2,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,Hydrobia ulvae,abundance,166.16161616161588,0.15888835571549595,-0.13347115257056727,0.5451698088657527,-0.18158968302783252,0.2199356688985653
CK056_2,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,T. benedii,abundance,177.01863354037263,0.2647425504316121,-0.052978802342823345,0.2985440622273143,0.021841570249591394,0.41634690400949725
CK056_2,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,H. diversicolor,abundance,30.07425740594048,0.1847991917043845,-0.005923648689545603,0.051803297736195165,-0.006618430574981192,0.288823683525231
CK056_3,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,Hydrobia ulvae,abundance,166.16161616161588,0.13075547576764404,-0.04707978065876751,0.5451698088657527,-0.08407870330477189,0.22311497705247074
CK056_3,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,T. benedii,abundance,177.01863354037263,-0.08022089351863392,-0.16508428135550945,0.2985440622273143,-0.10891091174656362,0.08176043557168794
CK056_3,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,S. shrubsolii,abundance,36.645161290322434,0.4698971822901584,0.14123153195780652,0.06690702590576855,0.1875217819686893,0.6125685896857171
CK056_3,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,H. diversicolor,abundance,30.07425740594048,0.17519109849195608,-0.008769058595738857,0.051803297736195165,-0.009106183461331022,0.2122829049025563
CK056_3,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,Tharyx sp. A,abundance,36.235294117647015,0.7251652457131911,0.06905435816937802,0.06369651305765373,0.06509796617214396,0.8286713286713288
CK056_4,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,Hydrobia ulvae,abundance,166.16161612020178,-0.013464387137244307,0.22631700119092274,0.5451698088132576,0.06494059806464761,-0.15491036656570226
CK056_4,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,T. benedii,abundance,177.01863354037263,-0.509477493587082,-0.17570368879594922,0.2985440622517806,-0.06641953826415566,-0.35484071484071444
CK056_4,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,H. diversicolor,abundance,30.07425740594048,0.149151321236251,0.07229011482068161,0.05180329774213669,0.08933278778852133,0.302924971018707
CK056_4,CK056,marine,51.636666699999999,macroinvertebrate,365,phys,yes,S. shrubsolii,abundance,36.645161290322434,-0.6670926701959905,-0.06495099956360945,0.06690702591503386,-0.051025009173121076,-0.4123571836618106
CK059_1,CK059,marine,44.682914199999999,zooplankton,12,chem,yes,Ectinosoma dentatum,abundance,308.8487101498248,-0.2882655550974142,0.0996552879440717,0.20886213587911898,0.09928454078945699,-0.38376594156828414
CK059_1,CK059,marine,44.682914199999999,zooplankton,12,chem,yes,Heterolaophonte stroemi paraminuta,abundance,268.82951756004394,-0.4271289524625974,0.014002148344905624,0.18464254048018663,0.03562406975307702,-0.4807351676837772
CK059_1,CK059,marine,44.682914199999999,zooplankton,12,chem,yes,Cyclopina graciales,abundance,357.9047387999355,-0.5076013038209575,-0.06827060672663281,0.25651126201617025,-0.07761621457449965,-0.579824467023654
CK059_1,CK059,marine,44.682914199999999,zooplankton,12,chem,yes,Parastenhelia spinosa,abundance,498.7336464273728,-0.4518481343137643,-0.045386829562344536,0.34998406162452417,-0.05729239596803436,-0.5323310072694883
CK059_2,CK059,marine,44.682914199999999,zooplankton,12,chem,yes,Parastenhelia spinosa,abundance,498.7336464273728,-0.45598324268771084,0.005466274840981086,0.34998406162452417,0.01878253602869035,-0.5312818106493536
CK059_2,CK059,marine,44.682914199999999,zooplankton,12,chem,yes,Heterolaophonte stroemi paraminuta,abundance,268.82951756004394,-0.602485580336932,-0.08046829583811839,0.18464254048018663,-0.06267893719067122,-0.6477739118732792
CK059_2,CK059,marine,44.682914199999999,zooplankton,12,chem,yes,Ectinosoma dentatum,abundance,308.8487101498248,-0.2529021114782847,0.14097802764567316,0.20886213587911895,0.13740625652482538,-0.35234333233904624
CK059_2,CK059,marine,44.682914199999999,zooplankton,12,chem,yes,Cyclopina graciales,abundance,357.9047387999355,-0.5430470372147783,-0.06597600664853583,0.25651126201617025,-0.09350985536284451,-0.6064659979472489
CK059_3,CK059,marine,44.682914199999999,zooplankton,12,chem,yes,Ectinosoma dentatum,abundance,308.8487101498248,-0.4191990078112408,0.06462449853165257,0.20886213587911895,0.04613131720395533,-0.5013608722601138
CK059_3,CK059,marine,44.682914199999999,zooplankton,12,chem,yes,Heterolaophonte stroemi paraminuta,abundance,268.82951756004394,-0.708520996335559,-0.09381309071482723,0.18464254048018663,-0.07334759734867623,-0.7371946685719161
CK059_3,CK059,marine,44.682914199999999,zooplankton,12,chem,yes,Cyclopina graciales,abundance,357.9047387999355,-0.6425901721001488,-0.058188137375327825,0.25651126201617025,-0.07417687246946598,-0.6959311370668076
CK059_3,CK059,marine,44.682914199999999,zooplankton,12,chem,yes,Parastenhelia spinosa,abundance,498.7336464273728,-0.45152301826459806,0.08737672955850248,0.34998406162452417,0.10139315261418688,-0.5287064731231651
CK062_1,CK062,marine,53.235044799999997,macroinvertebrate,182,phys,yes,Hydrobia ulvae,abundance,47.17647058823527,-0.016310866776718648,0.11843157701670647,0.3228608221103648,0.10427929094402993,-0.05028301721241269
CK062_1,CK062,marine,53.235044799999997,macroinvertebrate,182,phys,yes,S. armiger,abundance,24.13755656108594,-0.27689519766990545,-0.03028433479660437,0.16264338117871263,0.0038429110951425476,-0.18745112530488667
CK062_1,CK062,marine,53.235044799999997,macroinvertebrate,182,phys,yes,P. elegans,abundance,29.86046511627904,-0.15680174278107897,8.481569712322432e-4,0.20051920972710793,0.004405076059765081,-0.17647030300656824
CK062_1,CK062,marine,53.235044799999997,macroinvertebrate,182,phys,yes,T. benedii,abundance,24.375,-0.23545174007448816,-0.02377556622464212,0.1664771450814554,-0.02011239081067566,-0.251707913546257
CK062_1,CK062,marine,53.235044799999997,macroinvertebrate,182,phys,yes,C. arenarium,abundance,11.172413793103415,-0.5929963423598921,-0.048201814097366895,0.07525608568743984,-0.05207553494438114,-0.645123443144208
CK062_1,CK062,marine,53.235044799999997,macroinvertebrate,182,phys,yes,B. sarsii,abundance,11.0442477876106,-0.25779013946334084,-0.017018018869325358,0.07224335621491938,-0.0403393523438808,-0.4841452749111581
CK062_2,CK062,marine,53.235044799999997,macroinvertebrate,182,phys,yes,Hydrobia ulvae,abundance,47.17647058823527,-0.08327147775902144,0.04671244867878786,0.3228608221103648,0.05339395659926055,-0.10060593802506868
CK062_2,CK062,marine,53.235044799999997,macroinvertebrate,182,phys,yes,P. elegans,abundance,29.86046511627904,-0.10371781997082777,0.031674944158608484,0.20051920972710793,0.035892685581306774,-0.11791053865664249
CK062_2,CK062,marine,53.235044799999997,macroinvertebrate,182,phys,yes,B. sarsii,abundance,11.0442477876106,-0.19188286116501618,-0.013912864560211635,0.07224335621491938,-0.0414926401329144,-0.46284480133904105
CK062_2,CK062,marine,53.235044799999997,macroinvertebrate,182,phys,yes,S. armiger,abundance,24.13755656108594,-0.11072593813848303,0.011561630472280506,0.16264338117871263,0.02038320845650896,-0.11703554105403914
CK062_2,CK062,marine,53.235044799999997,macroinvertebrate,182,phys,yes,C. arenarium,abundance,11.172413793103415,-0.4946176897110127,-0.039208891852872636,0.07525608568743984,-0.045561869554246306,-0.5639586290717379
CK062_2,CK062,marine,53.235044799999997,macroinvertebrate,182,phys,yes,T. benedii,abundance,24.375,-0.2548765175610365,-0.03682726689659267,0.1664771450814554,-0.022615340949915613,-0.24517282099223314
CK066_1,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,colonial green algae,abundance,842.857144,-0.4899448119332132,-0.005334352720862804,0.01182197074041001,-0.005969923421751551,-0.4505586237689154
CK066_1,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Scendesmus spp.,abundance,1612.499999999996,-0.140154353845978,-0.001304407301997787,0.020745721730693497,0.0010008651046221578,-0.09302379683840743
CK066_1,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Dictyosphaerium pulchellum,abundance,1726.3157894736798,-0.16529797408583263,-8.614209259593446e-4,0.018434875043377506,-0.001532771536571218,-0.17673006454666867
CK066_1,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,unicellular blue-green algae,abundance,10323.809523809512,-0.30521450204296174,-0.03888279658827995,0.13779391117974774,-0.0049734339148000935,-0.19353041874855387
CK066_1,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,colonial blue-green algae,abundance,2759.3220338982987,-0.5318164064551093,-0.020500384786971006,0.04573644268801046,-0.030038569259188314,-0.533682602830766
CK066_1,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Crucigenia tetrapedia,abundance,2336,-0.9165602779573359,-0.025833313528492503,0.02685856990303741,-0.023100690229974203,-0.8103408233922924
CK066_1,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Melosira varians,abundance,876.3636363636349,-0.2658631401278463,-0.0017314471589730982,0.011483281731747678,-0.0013498775805351896,-0.23556435394670697
CK066_1,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Centric diatoms,abundance,2076.923076923072,0.2222446315940814,0.03243241720381701,0.030069209037056576,0.03679907877335928,0.20863413735792066
CK066_1,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Ankistrodesmus falcatus,abundance,25388.429752066062,-0.07887563353401852,0.03708234974284983,0.2791228856856516,0.02938307224413919,-0.0796833144659231
CK066_1,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Synedra spp.,abundance,1231.7307692307659,-0.4292848299099554,-0.006559428229354404,0.01607711236869885,-0.009241033681975347,-0.4852921143283794
CK066_1,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Nitzschia sp.,abundance,3288,-0.11683658569698907,0.0021809174224938725,0.042478786744713,0.008299334696840882,-0.06593869790889895
CK066_1,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Unicellular green algae,abundance,30295.081967213082,-0.09949496738345646,0.02499975534514583,0.35676020673449566,-0.003588162720749947,-0.13821870170684553
CK066_2,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,unicellular blue-green algae,abundance,10323.809523809512,-0.15108739102503316,-0.022095352619290763,0.13779391117974774,-0.019471297241137633,-0.11170615833314264
CK066_2,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Synedra spp.,abundance,1231.7307692307659,-0.4445924834580298,-0.007546334539971255,0.01607711236869885,-0.01004175054536376,-0.5105643267407975
CK066_2,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Ankistrodesmus falcatus,abundance,25388.429752066062,-0.010677273513450367,0.03213152530062473,0.2791228856856516,0.0693552839390611,0.08001410525060962
CK066_2,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Melosira varians,abundance,876.3636363636349,-0.3477360729661505,-0.0038568073959512152,0.011483281731747678,-0.003905109940711598,-0.33364427204708796
CK066_2,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Nitzschia sp.,abundance,3288,-0.3939507306340775,-0.018924939349172033,0.042478786744713,-0.019766349124723723,-0.35159803315713006
CK066_2,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,colonial blue-green algae,abundance,2759.3220338982987,-0.47207339690305705,-0.01475519545963921,0.04573644268801046,-0.01718992399700784,-0.3344456789992754
CK066_2,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Dictyosphaerium pulchellum,abundance,1726.3157894736798,-0.3146328710838401,-0.008094988533826415,0.018434875043377506,-0.007366437177952214,-0.27171296726168
CK066_2,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,Unicellular green algae,abundance,30295.081967213082,-0.019349653776913944,0.03610658694624052,0.35676020673449566,-0.0017187031070958806,-0.042376092580426766
CK066_2,CK066,freshwater,40.820196600000003,periphyton,21,chem,yes,colonial green algae,abundance,842.857144,-0.35064174832151507,-0.004373554072792379,0.01182197074041001,-0.003573247258187904,-0.29379187805611084
